"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_kwh","kwh_charges","consumption_kw","kw_charges","other_charges"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 16","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789984","N","2118.16","GOV/NYC/068","Yes","20080","1013.22","0","0","1104.94"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 24","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790015","N","400.84","GOV/NYC/068","Yes","0","0","33.84","400.84","0"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 28","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790014","N","710.12","GOV/NYC/068","Yes","0","0","59.95","710.12","0"
"EAST 173RD STREET-VYSE AVENUE","BRONX","EAST 173RD STREET-VYSE AVENUE","BLD 04","NONE",,"338","778","B033800","FEDERAL","NY005015300P","NEW YORK POWER AUTHORITY","12243125","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2679661","N","50.1","GOV/NYC/062","Yes","144","11.3","0","0","38.8"
"SAINT MARY'S PARK","BRONX","SAINT MARYS PARK","BLD 01","INTERVAL",,"93","673","B009300","MIXED FINANCE/LLC1","NY005020930P","NEW YORK POWER AUTHORITY","12242882","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786005","N","2178.74","GOV/NYC/068","Yes","0","0","179.04","2178.74","0"
"ROOSEVELT II","BROOKLYN","ROOSEVELT II","BLD 08","NONE",,"177","281","K017700","FEDERAL","NY005011350P","NEW YORK POWER AUTHORITY","12243653","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9991530","N","8477.29","GOV/NYC/068","Yes","53760","2809.5","99.2","1091.2","4576.59"
"BUSHWICK II (GROUPS A & C)","BROOKLYN","BUSHWICK II (GROUPS A & C)","BLD 06","NONE","BLD 06","302","565","K030200","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243777","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2821640","Y","280.02","GOV/NYC/062","Yes","2736","214.64","0","0","65.38"
"RANGEL","MANHATTAN","RANGEL","BLD 03","INTERVAL",,"37","317","M003700","FEDERAL","NY005000370P","NEW YORK POWER AUTHORITY","12243156","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787318","N","1217.63","GOV/NYC/068","Yes","0","0","104.35","1217.63","0"
"RANGEL","MANHATTAN","RANGEL","BLD 08","INTERVAL",,"37","317","M003700","FEDERAL","NY005000370P","NEW YORK POWER AUTHORITY","12243156","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787329","N","1386.25","GOV/NYC/068","Yes","0","0","118.8","1386.25","0"
"BLAND","QUEENS","BLAND","BLD 03","AMR",,"54","519","Q005400","FEDERAL","NY005011860P","NEW YORK POWER AUTHORITY","12242798","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789395","N","5513.5","GOV/NYC/068","Yes","49600","2592.1","0","0","2921.4"
"POMONOK","QUEENS","POMONOK","BLD 09","INTERVAL",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789409","N","970.86","GOV/NYC/068","Yes","0","0","85.44","970.86","0"
"POMONOK","QUEENS","POMONOK","BLD 31","AMR",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789382","N","2361.96","GOV/NYC/068","Yes","22160","1117.99","0","0","1243.97"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 18","AMR",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786666","N","2374.12","GOV/NYC/068","Yes","22480","1135.03","0","0","1239.09"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 07","AMR",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786592","N","2129.1","GOV/NYC/068","Yes","20160","1017.89","0","0","1111.21"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 09","AMR",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2785309","N","3007.78","GOV/NYC/068","Yes","28480","1437.97","0","0","1569.81"
"EAST 173RD STREET-VYSE AVENUE","BRONX","EAST 173RD STREET-VYSE AVENUE","BLD 01","NONE",,"338","778","B033800","FEDERAL","NY005015300P","NEW YORK POWER AUTHORITY","12243120","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2758187","N","576.44","GOV/NYC/062","Yes","1674","131.33","0","0","445.11"
"POMONOK","QUEENS","POMONOK","BLD 03","INTERVAL",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789896","N","549.29","GOV/NYC/068","Yes","0","0","48.34","549.29","0"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 02","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789962","N","486.72","GOV/NYC/068","Yes","0","0","41.09","486.72","0"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 04","AMR",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2785264","N","2754.31","GOV/NYC/068","Yes","26080","1316.79","0","0","1437.52"
"GLENWOOD","BROOKLYN","GLENWOOD","BLD 20","AMR",,"44","584","K004400","FEDERAL","NY005000440P","NEW YORK POWER AUTHORITY","12243485","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2785307","N","3134.51","GOV/NYC/068","Yes","29680","1498.56","0","0","1635.95"
"POMONOK","QUEENS","POMONOK","BLD 22","AMR",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789922","N","8910.63","GOV/NYC/068","Yes","83600","4217.67","0","0","4692.96"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 21","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789960","N","322.43","GOV/NYC/068","Yes","0","0","27.22","322.43","0"
"POMONOK","QUEENS","POMONOK","BLD 24","AMR",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789428","N","1927.09","GOV/NYC/068","Yes","18080","912.15","0","0","1014.94"
"EAST 173RD STREET-VYSE AVENUE","BRONX","EAST 173RD STREET-VYSE AVENUE","BLD 07","NONE",,"338","778","B033800","FEDERAL","NY005015300P","NEW YORK POWER AUTHORITY","12243119","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","14312777","N","947.86","GOV/NYC/062","Yes","2754","216.05","0","0","731.81"
"POMONOK","QUEENS","POMONOK","BLD 27","INTERVAL",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789370","N","340.32","GOV/NYC/068","Yes","0","0","29.95","340.32","0"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 51 - Community Center","NONE","Community Center","303","566","K230300","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243754","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9864116","N","1546.23","GOV/NYC/069","Yes","7760","406.55","21.2","227.48","912.2"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 16","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789984","N","428.09","GOV/NYC/068","Yes","0","0","36.14","428.09","0"
"POLO GROUNDS TOWERS","MANHATTAN","POLO GROUNDS TOWERS","BLD 02","INTERVAL",,"149","260","M014900","FEDERAL","NY005001490P","NEW YORK POWER AUTHORITY","12243428","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786568","N","5890.05","GOV/NYC/068","Yes","0","0","479.52","5890.05","0"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 15","INTERVAL",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789991","N","390.06","GOV/NYC/068","Yes","0","0","32.93","390.06","0"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 07","AMR",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242999","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","4237517","N","859.74","GOV/NYC/069","Exception","3520","184.41","12.8","137.34","537.99"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 01","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790023","N","3282.72","GOV/NYC/068","Yes","31120","1570.29","0","0","1712.43"
"INDEPENDENCE","BROOKLYN","INDEPENDENCE","BLD 02","INTERVAL",,"140","442","K014000","MIXED FINANCE/LLC2","NY005021400P","NEW YORK POWER AUTHORITY","12243637","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784233","N","7777.7","GOV/NYC/068","Yes","0","0","322.56","3548.16","4229.54"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 07","AMR",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786868","N","3202.56","GOV/NYC/068","Yes","29040","1517.63","0","0","1684.93"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 12","AMR",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2786426","N","1764.5","GOV/NYC/068","Yes","16000","836.16","0","0","928.34"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","NONE",,"260","397","Q026000","FEDERAL","NY005012090P","NEW YORK POWER AUTHORITY","12243847","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9299150","N","283","GOV/NYC/062","Exception","852","66.84","0","0","216.16"
"PELHAM PARKWAY","BRONX","PELHAM PARKWAY","BLD 14","INTERVAL",,"39","586","B003900","FEDERAL","NY005010390P","NEW YORK POWER AUTHORITY","12242995","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1786869","N","677.33","GOV/NYC/068","Yes","0","0","29.18","320.98","356.35"
"HIGHBRIDGE GARDENS","BRONX","HIGHBRIDGE GARDENS","BLD 03","INTERVAL",,"78","229","B007800","FEDERAL","NY005000780P","NEW YORK POWER AUTHORITY","12243050","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790131","N","2681.34","GOV/NYC/068","Yes","0","0","115.44","1269.84","1411.5"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 14","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2789983","N","3409.31","GOV/NYC/068","Yes","32320","1630.85","0","0","1778.46"
"HIGHBRIDGE GARDENS","BRONX","HIGHBRIDGE GARDENS","BLD 01","INTERVAL",,"78","229","B007800","FEDERAL","NY005000780P","NEW YORK POWER AUTHORITY","12243050","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1790134","N","2522.44","GOV/NYC/068","Yes","0","0","108.6","1194.6","1327.84"
"BREUKELEN","BROOKLYN","BREUKELEN","BLD 18","AMR",,"56","212","K005600","FEDERAL","NY005000560P","NEW YORK POWER AUTHORITY","12243538","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2790012","N","2337.57","GOV/NYC/068","Yes","22160","1118.18","0","0","1219.39"
"BUSHWICK II (GROUPS B & D)","BROOKLYN","BUSHWICK II (GROUPS B & D)","BLD 33","NONE",,"303","566","K030300","FEDERAL","NY005012470P","NEW YORK POWER AUTHORITY","12243763","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2812706","N","602.96","GOV/NYC/062","Yes","1764","138.39","0","0","464.57"
"SOUNDVIEW","BRONX","SOUNDVIEW","SOUNDVIEW BLD 05","INTERVAL",,"71","537","B007100","FEDERAL","NY005000710P","NEW YORK POWER AUTHORITY","12242903","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1787715","N","1236.27","GOV/NYC/068","Yes","0","0","100.51","1236.27","0"
"NEW LANE AREA","STATEN ISLAND","NEW LANE AREA","BLD 01","NONE","BLD 01","314","306","S031400","FEDERAL","NY005010350P","NEW YORK POWER AUTHORITY","12243903","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9423638","N","7989.3","GOV/NYC/069","Yes","57040","2988.33","88","944.24","4056.73"
"HERNANDEZ","MANHATTAN","HERNANDEZ","BLD 01","NONE",,"184","286","M018400","FEDERAL","NY005011000P","NEW YORK POWER AUTHORITY","12243153","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9995709","N","11195.98","GOV/NYC/068","Yes","73200","3825.43","128","1408","5962.55"
"POMONOK","QUEENS","POMONOK","BLD 28","INTERVAL",,"53","588","Q005300","FEDERAL","NY005000530P","NEW YORK POWER AUTHORITY","12242799","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789446","N","452.7","GOV/NYC/068","Yes","0","0","39.84","452.7","0"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 15","INTERVAL",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788043","N","615.68","GOV/NYC/068","Yes","0","0","51.98","615.68","0"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II",,"INTERVAL",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788084","N","385.42","GOV/NYC/068","Yes","0","0","32.54","385.42","0"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 20","INTERVAL",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788436","N","194.96","GOV/NYC/068","Yes","0","0","16.46","194.96","0"
"MARINER'S HARBOR","STATEN ISLAND","MARINER'S HARBOR","BLD 05","NONE",,"77","228","S007700","FEDERAL","NY005000770P","NEW YORK POWER AUTHORITY","12243893","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9360891","N","10637.75","GOV/NYC/068","Yes","68000","3553.68","124","1364","5720.07"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 17","INTERVAL",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788464","N","210.6","GOV/NYC/068","Yes","0","0","17.78","210.6","0"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 14","INTERVAL",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1788466","N","311.04","GOV/NYC/068","Yes","0","0","26.26","311.04","0"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 23","INTERVAL",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1789928","N","412.78","GOV/NYC/068","Yes","0","0","34.85","412.78","0"
"MCKINLEY","BRONX","MCKINLEY","BLD 01","NONE",,"103","236","B010300","FEDERAL","NY005000590P","NEW YORK POWER AUTHORITY","12242994","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2807401","N","1952.22","GOV/NYC/069","Exception","10404","545.07","23.4","251.08","1156.07"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 18","AMR",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788045","N","1238.15","GOV/NYC/068","Yes","11720","591.34","0","0","646.81"
"SOUTH JAMAICA II","QUEENS","SOUTH JAMAICA II","SOUTH JAMAICA II BLD 17","AMR",,"66","220","Q006600","FEDERAL","NY005010080P","NEW YORK POWER AUTHORITY","12242775","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2788464","N","1052.22","GOV/NYC/068","Yes","9960","502.54","0","0","549.68"
"SUTTER AVENUE-UNION STREET","BROOKLYN","SUTTER AVENUE-UNION STREET","BLD 03","AMR",,"369","807","K036900","FEDERAL","NY005011670P","NEW YORK POWER AUTHORITY","12243520","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2835911","N","1210.49","GOV/NYC/069","Yes","8560","448.46","12.8","137.34","624.69"
"TAYLOR STREET-WYTHE AVENUE","BROOKLYN","TAYLOR STREET-WYTHE AVENUE","BLD 02","NONE",,"234","358","K023400","FEDERAL","NY005012340P","NEW YORK POWER AUTHORITY","12243640","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9486004","N","18196.36","GOV/NYC/068","Yes","110800","5790.41","220","2420","9985.95"
"TILDEN","BROOKLYN","TILDEN","BLD 04","NONE",,"96","233","K009600","FEDERAL","NY005000720P","NEW YORK POWER AUTHORITY","12243617","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","6867055","N","15366.18","GOV/NYC/068","Yes","76800","4013.57","200","2200","9152.61"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 08","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784461","N","3138.88","GOV/NYC/068","Yes","28960","1463.7","0","0","1675.18"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 09","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784459","N","1608.47","GOV/NYC/068","Yes","14840","750.05","0","0","858.42"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 03","AMR",,"22","530","M002200","FEDERAL","NY005010220P","NEW YORK POWER AUTHORITY","12243391","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2784502","N","19379.57","GOV/NYC/068","Yes","178800","9036.94","0","0","10342.63"
"UNITY PLAZA (SITES 4-27)","BROOKLYN","UNITY PLAZA (SITES 04-27)","BLD 03","NONE",,"261","318","K026100","FEDERAL","NY005012610P","NEW YORK POWER AUTHORITY","12243481","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","12784957","N","12431.53","GOV/NYC/068","Yes","80800","4222.61","144","1584","6624.92"
"UPACA (SITE 5)","MANHATTAN","UPACA (SITE 5)","BLD 01","NONE","APT 02J - Management Office","343","757","M034300","FEDERAL","NY005012410P","NEW YORK POWER AUTHORITY","12243257","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9913631","N","82.17","GOV/NYC/062","Yes","240","18.83","0","0","63.34"
"VANDALIA AVENUE","BROOKLYN","VANDALIA AVENUE","BLD 01","NONE",,"315","273","K031500","FEDERAL","NY005011940P","NEW YORK POWER AUTHORITY","12243819","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2836228","N","4024.48","GOV/NYC/069","Yes","25760","1349.57","47.2","506.46","2168.45"
"WAGNER","MANHATTAN","WAGNER","BLD 22","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784474","N","1369.69","GOV/NYC/068","Yes","0","0","109.92","1369.69","0"
"WAGNER","MANHATTAN","WAGNER","BLD 08","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784524","N","1455.43","GOV/NYC/068","Yes","0","0","116.8","1455.43","0"
"WAGNER","MANHATTAN","WAGNER","BLD 03","INTERVAL",,"74","224","M007400","FEDERAL","NY005010740P","NEW YORK POWER AUTHORITY","12243357","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","1784548","N","1297.92","GOV/NYC/068","Yes","0","0","104.16","1297.92","0"
"1162-1176 WASHINGTON AVENUE","BRONX","WASHINGTON AVENUE","BLD 01","AMR",,"233","354","B023300","FEDERAL","NY005013080P","NEW YORK POWER AUTHORITY","12242892","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","9424038","N","12545.84","GOV/NYC/068","Yes","78880","4122.27","155.2","1707.2","6716.37"
"WASHINGTON HEIGHTS REHAB PHASE IV (C)","MANHATTAN","WASHINGTON HEIGHTS REHAB PHASE IV (C)","BLD 01","NONE",,"330","788","M033000","FEDERAL","NY005013090P","NEW YORK POWER AUTHORITY","12243420","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","692364","N","978.55","GOV/NYC/062","Yes","2862","224.52","0","0","754.03"
"WEST FARMS ROAD REHAB","BRONX","WEST FARMS ROAD REHAB","BLD 02","NONE",,"360","780","B053000","FEDERAL","NY005015300P","NEW YORK POWER AUTHORITY","12242884","2023-01","2022-12-23T00:00:00.000","2023-01-25T00:00:00.000","33","2779357","N","1293.23","GOV/NYC/069","Yes","9720","509.23","14.4","154.51","629.49"
